NIVEAU 1;NIVEAU 2;Zone;NIVEAU 3;NUM_PLAN;INDICE;LIBELLE;Chemin;Code Ouvrage;Ligne;Extension
2_SOUTENEMENTS;2.3_PLANS DETAILLES;;23;EA00205;B;Place CARNOT - Rue de CONDE - Elévation du rideau de palplanches .;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\2-soutènement\2-3-plans détaillés\ea00205.pdf;A003In;A;PDF
4_STRUCTURES;4.1_NOTES DE CALCUL;;18;EA00081;A;tronçon 18 Dalle de couverture;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 18\ea00081.pdf;A003In;A;PDF
4_STRUCTURES;4.2_RADIER|4.5_PIEDROITS;;18;EA00423;B;tronçon A18 - ferraillage radier et Piédroits;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 18\ea00423.pdf;A003In;A;PDF
4_STRUCTURES;4.2_RADIER|4.5_PIEDROITS;;18;EAN0423;B;tronçon A18 - nomenclature radier et Piédroits;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 18\ean0423.pdf;A003In;A;PDF
4_STRUCTURES;4.2_RADIER|4.5_PIEDROITS|4.6_DALLE SUPERIEURE;;18;EA00316;B;tronçon A 18 - Coffrage;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 18\ea00316.pdf;A003In;A;PDF
4_STRUCTURES;4.6_DALLE SUPERIEURE;;18;EA00323;B;tronçon A18 - Ferraillage Couverture;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 18\ea00323.pdf;A003In;A;PDF
4_STRUCTURES;4.1_NOTES DE CALCUL;;19;EA00082;A;tronçon 19 Dalle de couverture;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 19\ea00082.pdf;A003In;A;PDF
4_STRUCTURES;4.2_RADIER|4.5_PIEDROITS|4.6_DALLE SUPERIEURE;;19;EA00315;B;tronçon A 19 - Coffrage;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 19\ea00315.pdf;A003In;A;PDF
4_STRUCTURES;4.6_DALLE SUPERIEURE;;19|20|21;EA00317;B;tronçons A19 A20 A21 - Ferraillage Couverture ;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 19\ea00317.pdf;A003In;A;PDF
4_STRUCTURES;4.6_DALLE SUPERIEURE;;19|20|21;EAN0317;B;tronçons A19 A20 A21 - nomenclature Couverture ;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 19\ean0317.pdf;A003In;A;PDF
4_STRUCTURES;4.2_RADIER|4.5_PIEDROITS;;19|21;EA00416;B;Section Ampère - Bellecour: tronçon A4 Section Perrache - Ampère : tronçons A19 et A21 Ferraillage radier et Piédroits;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 19\ea00416.pdf;A003In;A;PDF
4_STRUCTURES;4.1_NOTES DE CALCUL;;20;EA00083;A;tronçon 20 Dalle de couverture;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 20\ea00083.pdf;A003In;A;PDF
4_STRUCTURES;4.2_RADIER|4.5_PIEDROITS;;20;EA00421;B;Section Ampère - Bellecour - Tronçon A15 Section Perrache - Ampère - TronçonA20 Ferraillage radier et Piédroits ;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 20\ea00421.pdf;A003In;A;PDF
4_STRUCTURES;4.2_RADIER|4.5_PIEDROITS|4.6_DALLE SUPERIEURE;;20;EA00314;B;tronçon A 20 - Coffrage;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 20\ea00314.pdf;A003In;A;PDF
4_STRUCTURES;4.1_NOTES DE CALCUL;;21;EA00084;A;tronçon 21 Dalle de couverture;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 21\ea00084.pdf;A003In;A;PDF
4_STRUCTURES;4.2_RADIER|4.5_PIEDROITS|4.6_DALLE SUPERIEURE;;21;EA00305;B;tronçon A 21 - Coffrage;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 21\ea00305.pdf;A003In;A;PDF
4_STRUCTURES;4.1_NOTES DE CALCUL;;22;EA00085;A;tronçon 22 Dalle de couverture;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 22\ea00085.pdf;A003In;A;PDF
4_STRUCTURES;4.2_RADIER|4.5_PIEDROITS|4.6_DALLE SUPERIEURE;;22;EA00304;B;tronçon A 22 - Coffrage;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 22\ea00304.pdf;A003In;A;PDF
4_STRUCTURES;4.2_RADIER|4.5_PIEDROITS|4.6_DALLE SUPERIEURE;;22;EA00337;B;tronçon A22 - Ferraillage;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 22\ea00337.pdf;A003In;A;PDF
4_STRUCTURES;4.2_RADIER|4.5_PIEDROITS|4.6_DALLE SUPERIEURE;;22;EAN0337;B;tronçon A22 - nomenclature;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 22\ean0337.pdf;A003In;A;PDF
4_STRUCTURES;4.6_DALLE SUPERIEURE;;22;EA00306;B;tronçon A22 - Ferraillage Couverture  1ere phase ;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 22\ea00306.pdf;A003In;A;PDF
4_STRUCTURES;4.6_DALLE SUPERIEURE;;22;EAN0306;B;tronçon A22 - nomenclature Couverture  1ere phase ;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 22\ean0306.pdf;A003In;A;PDF
4_STRUCTURES;4.1_NOTES DE CALCUL;;23;EA00090;A;tronçon A23 calcul du cadre;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 23\ea00090.pdf;A003In;A;PDF
4_STRUCTURES;4.2_RADIER|4.5_PIEDROITS|4.6_DALLE SUPERIEURE;;23;EA00329;C;tronçon A 23 - Coffrage;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 23\ea00329.pdf;A003In;A;PDF
4_STRUCTURES;4.2_RADIER|4.5_PIEDROITS|4.6_DALLE SUPERIEURE;;23;EA00358;D;tronçon A23 - Ferraillage;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 23\ea00358.pdf;A003In;A;PDF
4_STRUCTURES;4.2_RADIER|4.5_PIEDROITS|4.6_DALLE SUPERIEURE;;23;EAN0358;D;tronçon A23 - nomenclature;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 23\ean0358.pdf;A003In;A;PDF
4_STRUCTURES;4.1_NOTES DE CALCUL;;24;EA00091;A;tronçon 24 calcul du cadre;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 24\ea00091.pdf;A003In;A;PDF
4_STRUCTURES;4.2_RADIER|4.5_PIEDROITS|4.6_DALLE SUPERIEURE;;24;EA00330;B;tronçon A 24 - Coffrage;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 24\ea00330.pdf;A003In;A;PDF
4_STRUCTURES;4.2_RADIER|4.5_PIEDROITS|4.6_DALLE SUPERIEURE;;24;EA00359;B;tronçon A24 - Ferraillage;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 24\ea00359.pdf;A003In;A;PDF
4_STRUCTURES;4.2_RADIER|4.5_PIEDROITS|4.6_DALLE SUPERIEURE;;24;EAN0359;B;tronçon A24 - nomenclature;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 24\ean0359.pdf;A003In;A;PDF
4_STRUCTURES;4.2_RADIER|4.5_PIEDROITS|4.6_DALLE SUPERIEURE;;25;EA00331;D;tronçon A 25 - Coffrage;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 25\ea00331.pdf;A003In;A;PDF
4_STRUCTURES;4.2_RADIER|4.5_PIEDROITS|4.6_DALLE SUPERIEURE;;25;EA00360;D;tronçon A25 - Ferraillage;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 25\ea00360.pdf;A003In;A;PDF
4_STRUCTURES;4.2_RADIER|4.5_PIEDROITS|4.6_DALLE SUPERIEURE;;25;EAN0360;D;tronçon A25 - nomenclature;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 25\ean0360.pdf;A003In;A;PDF
4_STRUCTURES;4.1_NOTES DE CALCUL;;25|26|27|28|29;EA00061;A;tronçons 25 à 29  Dalle de couverture;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 25\ea00061.pdf;A003In;A;PDF
4_STRUCTURES;4.2_RADIER|4.5_PIEDROITS|4.6_DALLE SUPERIEURE;;26;EA00334;B;tronçon A 26 - Coffrage;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 26\ea00334.pdf;A003In;A;PDF
4_STRUCTURES;4.2_RADIER|4.5_PIEDROITS|4.6_DALLE SUPERIEURE;;26;EA00361;B;tronçon A26 - Ferraillage;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 26\ea00361.pdf;A003In;A;PDF
4_STRUCTURES;4.2_RADIER|4.5_PIEDROITS|4.6_DALLE SUPERIEURE;;26;EAN0361;B;tronçon A26 - nomenclature;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 26\ean0361.pdf;A003In;A;PDF
4_STRUCTURES;4.2_RADIER|4.5_PIEDROITS|4.6_DALLE SUPERIEURE;;27;EA00236;D;tronçon A 27 - Coffrage;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 27\ea00236.pdf;A003In;A;PDF
4_STRUCTURES;4.2_RADIER|4.5_PIEDROITS|4.6_DALLE SUPERIEURE;;27;EA00267;B;Section Perrache Ampère Tronçon A27 ferraillage;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 27\ea00267.pdf;A003In;A;PDF
4_STRUCTURES;4.2_RADIER|4.5_PIEDROITS|4.6_DALLE SUPERIEURE;;27;EAN0267;B;Section Perrache Ampère Tronçon A27 nomenclature;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 27\ean0267.pdf;A003In;A;PDF
4_STRUCTURES;4.8_OUVRAGES SPECIAUX;;27;EA00194;C;Dalle sous radier métro - Collecteur - Place CARNOT - ferraillage;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 27\ea00194.pdf;A003In;A;PDF
4_STRUCTURES;4.8_OUVRAGES SPECIAUX;;27;EAN0194;C;Dalle sous radier métro - Collecteur - Place CARNOT nomenclature;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 27\ean0194.pdf;A003In;A;PDF
4_STRUCTURES;4.2_RADIER|4.5_PIEDROITS|4.6_DALLE SUPERIEURE;;28;EA00335;C;tronçon A 28 - Coffrage;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 28\ea00335.pdf;A003In;A;PDF
4_STRUCTURES;4.2_RADIER|4.5_PIEDROITS|4.6_DALLE SUPERIEURE;;28;EA00363;B;tronçon A28 B - Ferraillage;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 28\ea00363.pdf;A003In;A;PDF
4_STRUCTURES;4.2_RADIER|4.5_PIEDROITS|4.6_DALLE SUPERIEURE;;28;EAN0363;B;tronçon A28 B - nomenclature;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 28\ean0363.pdf;A003In;A;PDF
4_STRUCTURES;4.2_RADIER|4.5_PIEDROITS|4.6_DALLE SUPERIEURE;;29;EA00235;C;tronçon A 29 - Coffrage;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 29\ea00235.pdf;A003In;A;PDF
4_STRUCTURES;4.2_RADIER|4.5_PIEDROITS|4.6_DALLE SUPERIEURE;;29;EA00266;B;tronçon A29 - Ferraillage;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A003In\4-structures\plot n° 29\ea00266.pdf;A003In;A;PDF
0_PLANS REDUITS;;;;A004Sn;A;Plan réduit de la station Ampère;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\0-plans réduits\a004sn.pdf;A004Sn;A;PDF
1_PLANS GENERAUX;;;;EA00182;D;Profil en long Implantation zones 1 à 3 Nivellement béton immergé;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\1-plans généraux\ea00182.pdf;A004Sn;A;PDF
1_PLANS GENERAUX;;;;EA00460;A;Dispositif anti-corrosion;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\1-plans généraux\ea00460.pdf;A004Sn;A;PDF
2_SOUTENEMENTS;2.1_PLANS GENERAUX;;;EA00195;B;Implantation parois moulées et palplanches;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\2-soutènement\2-1-plans généraux\ea00195.pdf;A004Sn;A;PDF
2_SOUTENEMENTS;2.1_PLANS GENERAUX;;;EA00342;A;Elévation du rideau de palplanches - béton immergé;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\2-soutènement\2-1-plans généraux\ea00342.pdf;A004Sn;A;PDF
2_SOUTENEMENTS;2.1_PLANS GENERAUX;;;EC00255;B;Place Ampère Parois Préfabriquées - Plan de panneautage;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\2-soutènement\2-1-plans généraux\ec00255.pdf;A004Sn;A;PDF
2_SOUTENEMENTS;2.1_PLANS GENERAUX;;;EC00262;A;Place AmpèreParois Préfabriquées - Elévation;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\2-soutènement\2-1-plans généraux\ec00262.pdf;A004Sn;A;PDF
2_SOUTENEMENTS;2.1_PLANS GENERAUX;;;EC00264;A;Parois Préfabiquées Préfasif - Plan de ferraillage;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\2-soutènement\2-1-plans généraux\ec00264.pdf;A004Sn;A;PDF
2_SOUTENEMENTS;2.2_NOTES DE CALCUL;;;EA00008;B;Lot 1 calcul palplanches et Stabilité d'ensemble;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\2-soutènement\2-2-notes de calcul\ea00008.pdf;A004Sn;A;PDF
2_SOUTENEMENTS;2.2_NOTES DE CALCUL;;;EANC342;A;Note de calcul paroi moulée soutènement profil 5;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\2-soutènement\2-2-notes de calcul\eanc342.pdf;A004Sn;A;PDF
4_STRUCTURES;4.2_RADIER;;1;EA00451;B;Zone 1 béton 2ème phase coffrage;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\4-structures\zone n° 01\ea00451.pdf;A004Sn;A;PDF
4_STRUCTURES;4.2_RADIER|4.3_VOILES|4.5_QUAIS|4.7_DALLE SUPERIEURE;;1;AA00385;D;Station Ampère zone 1 - vue en plan coupes;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\4-structures\zone n° 01\aa00385.pdf;A004Sn;A;PDF
4_STRUCTURES;4.2_RADIER|4.3_VOILES|4.5_QUAIS|4.7_DALLE SUPERIEURE;;1;EA00450;C;Zone 1 Coupes coffrage;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\4-structures\zone n° 01\ea00450.pdf;A004Sn;A;PDF
4_STRUCTURES;4.2_RADIER|4.5_QUAIS;;1;EA00625;A;Zone 1 Ferraillage radier et quais;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\4-structures\zone n° 01\ea00625.pdf;A004Sn;A;PDF
4_STRUCTURES;4.2_RADIER|4.5_QUAIS;;1;EAN0625;A;Zone 1 nomenclature radier et quais;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\4-structures\zone n° 01\ean0625.pdf;A004Sn;A;PDF
4_STRUCTURES;4.3_VOILES;;1;EA00449;C;Zone 1 Vue en plan Elévation voiles coffrage;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\4-structures\zone n° 01\ea00449.pdf;A004Sn;A;PDF
4_STRUCTURES;4.3_VOILES;;1;EA00645;B;Zone 1 Ferraillage voiles et ventilations;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\4-structures\zone n° 01\ea00645.pdf;A004Sn;A;PDF
4_STRUCTURES;4.3_VOILES;;1;EAN0645;B;Zone 1 nomenclature voiles et ventilations;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\4-structures\zone n° 01\ean0645.pdf;A004Sn;A;PDF
4_STRUCTURES;4.7_DALLE SUPERIEURE;;1;EA00290;B;Zone 1 Dalle de couverture Ferraillage Planche 1;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\4-structures\zone n° 01\ea00290.pdf;A004Sn;A;PDF
4_STRUCTURES;4.7_DALLE SUPERIEURE;;1;EA00291;B;Zone 1 Dalle de couverture Ferraillage Planche 2;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\4-structures\zone n° 01\ea00291.pdf;A004Sn;A;PDF
4_STRUCTURES;4.7_DALLE SUPERIEURE;;1;EA00735;B;Zone 1 béton 2ème phase Réservation pour grilles prise d'air;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\4-structures\zone n° 01\ea00735.pdf;A004Sn;A;PDF
4_STRUCTURES;4.7_DALLE SUPERIEURE;;1;EAN0290;B;Zone 1 Dalle de couverture nomenclature Planche 1;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\4-structures\zone n° 01\ean0290.pdf;A004Sn;A;PDF
4_STRUCTURES;4.7_DALLE SUPERIEURE;;1;EAN0291;B;Zone 1 Dalle de couverture nomenclature Planche 2;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\4-structures\zone n° 01\ean0291.pdf;A004Sn;A;PDF
4_STRUCTURES;4.7_DALLE SUPERIEURE;;1;EAN0735;B;Zone 1 béton 2ème phase Réservation pour grilles prise d'air nomenclature;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\4-structures\zone n° 01\ean0735.pdf;A004Sn;A;PDF
4_STRUCTURES;4.7_DALLE SUPERIEURE;;1;EA00260;B;Zone 1 - Dalle de couverture coffrage;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\4-structures\zone n° 01\ea00260.pdf;A004Sn;A;PDF
4_STRUCTURES;4.0_NOTES DE CALCUL;;1|3;EA00060;A;Zones 1 et 3 cadre;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\4-structures\4-0-notes de calcul général-notes d'hypothèses\ea00060.pdf;A004Sn;A;PDF
4_STRUCTURES;4.1_NOTES DE CALCUL;;2;EA00054;A;Zone 2 dalle de couverture au droit du cadre métro;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\4-structures\zone n° 02\ea00054.pdf;A004Sn;A;PDF
4_STRUCTURES;4.1_NOTES DE CALCUL;;2;EA00092;A;Zone 2 renfort pour passage véhicules entre files 5 et 6 couverture;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\4-structures\zone n° 02\ea00092.pdf;A004Sn;A;PDF
4_STRUCTURES;4.1_NOTES DE CALCUL;;2;EA00098;A;Zone 2 - cadre;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\4-structures\zone n° 02\ea00098.pdf;A004Sn;A;PDF
4_STRUCTURES;4.2_RADIER;;2;EA00585;B;Zone 2 Vue en plan Niveau radier Coffrage;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\4-structures\zone n° 02\ea00585.pdf;A004Sn;A;PDF
4_STRUCTURES;4.2_RADIER;;2;EA00616;B;Zone 2 Radier EST Partie du cadre Ferraillage Vue en plan;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\4-structures\zone n° 02\ea00616.pdf;A004Sn;A;PDF
4_STRUCTURES;4.2_RADIER;;2;EA00617;B;Zone 2 Radier EST Partie du cadre Ferraillage Coupes;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\4-structures\zone n° 02\ea00617.pdf;A004Sn;A;PDF
4_STRUCTURES;4.2_RADIER;;2;EA00669;B;Zone 2 Radier OUEST Locaux techniques Ferraillage Vue en plan;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\4-structures\zone n° 02\ea00669.pdf;A004Sn;A;PDF
4_STRUCTURES;4.2_RADIER;;2;EA00670;A;Zone 2 Radier OUEST Locaux techniques Ferraillage Coupes Attentes radier et voiles du local pompes;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\4-structures\zone n° 02\ea00670.pdf;A004Sn;A;PDF
4_STRUCTURES;4.2_RADIER;;2;EA00692;B;Zone 2 béton de 2ème phase Partie du cadre;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\4-structures\zone n° 02\ea00692.pdf;A004Sn;A;PDF
4_STRUCTURES;4.2_RADIER;;2;EAN0616;B;Zone 2 Radier EST Partie du cadre nomenclature Vue en plan;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\4-structures\zone n° 02\ean0616.pdf;A004Sn;A;PDF
4_STRUCTURES;4.2_RADIER;;2;EAN0617;B;Zone 2 Radier EST Partie du cadre nomenclature Coupes;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\4-structures\zone n° 02\ean0617.pdf;A004Sn;A;PDF
4_STRUCTURES;4.2_RADIER;;2;EAN0669;B;Zone 2 Radier OUEST Locaux techniques nomenclature;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\4-structures\zone n° 02\ean0669.pdf;A004Sn;A;PDF
4_STRUCTURES;4.2_RADIER;;2;EAN0670;A;Zone 2 Radier OUEST Locaux techniques  Coupes Attentes radier et voiles du local pompes nomenclature;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\4-structures\zone n° 02\ean0670.pdf;A004Sn;A;PDF
4_STRUCTURES;4.2_RADIER|4.3_VOILES|4.5_QUAIS|4.7_DALLE SUPERIEURE;;2;AA00386;J;Station Ampère zone 2 - vue en plan coupes;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\4-structures\zone n° 02\aa00386.pdf;A004Sn;A;PDF
4_STRUCTURES;4.2_RADIER|4.3_VOILES|4.5_QUAIS|4.7_DALLE SUPERIEURE;;2;EA00589;B;Zone 2 Coupes A à E et 1 à 5 Coffrage;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\4-structures\zone n° 02\ea00589.pdf;A004Sn;A;PDF
4_STRUCTURES;4.2_RADIER|4.3_VOILES|4.5_QUAIS|4.7_DALLE SUPERIEURE;;2;EA00590;B;Zone 2 Coupes : F à G et 6 à 9 Coffrage;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\4-structures\zone n° 02\ea00590.pdf;A004Sn;A;PDF
4_STRUCTURES;4.2_RADIER|4.3_VOILES|4.5_QUAIS|4.7_DALLE SUPERIEURE;;2;EA00591;B;Zone 2 Coupes H à M et 10 à 13 Coffrage;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\4-structures\zone n° 02\ea00591.pdf;A004Sn;A;PDF
4_STRUCTURES;4.2_RADIER|4.3_VOILES|4.5_QUAIS|4.7_DALLE SUPERIEURE;;2;EA00592;B;Zone 2 Coupes N à F et 14 à 15 Coffrage;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\4-structures\zone n° 02\ea00592.pdf;A004Sn;A;PDF
4_STRUCTURES;4.2_RADIER|4.3_VOILES|4.7_DALLE SUPERIEURE;;2;EA00689;B;Zone 2 Ferraillage radier murs couverture vers rue des Remparts;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\4-structures\zone n° 02\ea00689.pdf;A004Sn;A;PDF
4_STRUCTURES;4.2_RADIER|4.3_VOILES|4.7_DALLE SUPERIEURE;;2;EAN0689;B;Zone 2  radier murs couverture vers rue des Remparts nomenclature;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\4-structures\zone n° 02\ean0689.pdf;A004Sn;A;PDF
4_STRUCTURES;4.2_RADIER|4.5_QUAIS;;2;EA00694;B;Zone 2 béton de 2ème phase Locaux HT-BT Onduleur Batteries sanitaires;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\4-structures\zone n° 02\ea00694.pdf;A004Sn;A;PDF
4_STRUCTURES;4.2_RADIER|4.5_QUAIS;;2;EA00695;B;Zone 2 béton de 2ème phase Local électronique Local EDF Transformateur;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\4-structures\zone n° 02\ea00695.pdf;A004Sn;A;PDF
4_STRUCTURES;4.3_VOILES;;2;EA00673;B;Zone 2 Ferraillage voile file A;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\4-structures\zone n° 02\ea00673.pdf;A004Sn;A;PDF
4_STRUCTURES;4.3_VOILES;;2;EAN0673;B;Zone 2  voile file A nomenclature;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\4-structures\zone n° 02\ean0673.pdf;A004Sn;A;PDF
4_STRUCTURES;4.3_VOILES;;2;EA00686;B;Zone 2 Murs en retour NORD et SUD file D - Ferraillage;K:\INT-Sply-pat\Plans Numerises\PDF\Ligne_A\Bellecour\A004Sn\4-structures\zone n° 02\ea00686.pdf;A004Sn;A;PDF
