Référence fournisseur;Titre;Nom société;N° bordereau;Nom demandeur;Date bordereau;Refus?;Commentaire demande;N° marché;Site;Sous-système;Référence fiche;;;
AQ00AQ X0000 0730 HF-060170                       ;ATELIERS POUDRETTE - CHASSIS C8;ALSTOM;C.DOC/JG/18/84;RIFFARD;09/03/2018;;AVENIR METRO  AUTOMATISMES;M16 0116;POUDRETTE;SIG-AB;43192;43192;;
AQ00AQ X0000 0730 HF-060171                       ;ATELIERS POUDRETTE - AFFECTATION CHASSIS:C9;ALSTOM;C.DOC/JG/18/84;RIFFARD;09/03/2018;;AVENIR METRO  AUTOMATISMES;M16 0116;POUDRETTE;SIG-AB;46003;46003;;
AQ00AQ X0000 0730 HF-060172                       ;ATELIERS POUDRETTE - CHASSIS: C10;ALSTOM;C.DOC/JG/18/84;RIFFARD;09/03/2018;;AVENIR METRO  AUTOMATISMES;M16 0116;POUDRETTE;SIG-AB;46102;46102;;
AQ00AQ X0000 0730 HF-060173                       ;ATELIERS POUDRETTE - AFFECTATION CHASSIS: C11;ALSTOM;C.DOC/JG/18/84;RIFFARD;09/03/2018;;AVENIR METRO  AUTOMATISMES;M16 0116;POUDRETTE;SIG-AB;46031;46031;;
AQ00AQ X0000 0730 HF-060174                       ;ATELIERS POUDRETTE - CHASSIS: C12;ALSTOM;C.DOC/JG/18/84;RIFFARD;09/03/2018;;AVENIR METRO  AUTOMATISMES;M16 0116;POUDRETTE;SIG-AB;46074;46074;;
AQ00AQ X0000 0730 HF-060177                       ;ATELIERS POUDRETTE - COFFRET W01 CFS 3;ALSTOM;C.DOC/JG/18/84;RIFFARD;09/03/2018;;AVENIR METRO  AUTOMATISMES;M16 0116;POUDRETTE;SIG-AB;43480;43480;;
AQ00AQ X0000 0730 HF-060178                       ;ATELIERS POUDRETTE - COFFRET W01 CFS 4;ALSTOM;C.DOC/JG/18/84;RIFFARD;09/03/2018;;AVENIR METRO  AUTOMATISMES;M16 0116;POUDRETTE;SIG-AB;43484;43484;;
AQ00AQ X0000 0730 HF-060179                       ;ATELIERS POUDRETTE - COFFRET W01 CFS 5;ALSTOM;C.DOC/JG/18/84;RIFFARD;09/03/2018;;AVENIR METRO  AUTOMATISMES;M16 0116;POUDRETTE;SIG-AB;43488;43488;;
AQ00AQ X0000 0730 HF-060180                       ;ATELIERS POUDRETTE - COFFRET W01 CFS 6;ALSTOM;C.DOC/JG/18/84;RIFFARD;09/03/2018;;AVENIR METRO  AUTOMATISMES;M16 0116;POUDRETTE;SIG-AB;43492;43492;;
AQ00AQ X0000 0730 HF-060181                       ;ATELIERS POUDRETTE - COFFRET W01 CFS 7;ALSTOM;C.DOC/JG/18/84;RIFFARD;09/03/2018;;AVENIR METRO  AUTOMATISMES;M16 0116;POUDRETTE;SIG-AB;43495;43495;;
AQ00AQ X0000 0730 HF-060182                       ;ATELIERS POUDRETTE - COFFRET W01 CFS 8;ALSTOM;C.DOC/JG/18/84;RIFFARD;09/03/2018;;AVENIR METRO  AUTOMATISMES;M16 0116;POUDRETTE;SIG-AB;43498;43498;;
AQ00AQ X0000 0730 HF-060183                       ;ATELIERS POUDRETTE - COFFRET W01 CFS 9;ALSTOM;C.DOC/JG/18/84;RIFFARD;09/03/2018;;AVENIR METRO  AUTOMATISMES;M16 0116;POUDRETTE;SIG-AB;43501;43501;;
AQ00AQ X0000 0730 HF-060184                       ;ATELIERS POUDRETTE - COFFRET W01 CFS 10;ALSTOM;C.DOC/JG/18/84;RIFFARD;09/03/2018;;AVENIR METRO  AUTOMATISMES;M16 0116;POUDRETTE;SIG-AB;43507;43507;;
AQ00AQ X0000 0730 HF-060185                       ;ATELIERS POUDRETTE - COFFRET W01 CFS 11;ALSTOM;C.DOC/JG/18/84;RIFFARD;09/03/2018;;AVENIR METRO  AUTOMATISMES;M16 0116;POUDRETTE;SIG-AB;43511;43511;;
AQ00AQ X0000 0730 HF-060186                       ;ATELIERS POUDRETTE - COFFRET W01 CFS 12;ALSTOM;C.DOC/JG/18/84;RIFFARD;09/03/2018;;AVENIR METRO  AUTOMATISMES;M16 0116;POUDRETTE;SIG-AB;43514;43514;;
AQ00AQ X0000 0730 HF-060188                       ;ATELIERS POUDRETTE - COFFRET W01 CFA 2;ALSTOM;C.DOC/JG/18/84;RIFFARD;09/03/2018;;AVENIR METRO  AUTOMATISMES;M16 0116;POUDRETTE;SIG-AB;43521;43521;;
AQ00AQ X0000 0730 HF-060189                       ;ATELIERS POUDRETTE - COFFRET W01 CFA 3;ALSTOM;C.DOC/JG/18/84;RIFFARD;09/03/2018;;AVENIR METRO  AUTOMATISMES;M16 0116;POUDRETTE;SIG-AB;43527;43527;;
AQ00AQ X0000 0730 HF-060190                       ;ATELIERS POUDRETTE - BOITE A BOUTONS ESSAIS PA;ALSTOM;C.DOC/JG/18/84;RIFFARD;09/03/2018;;AVENIR METRO  AUTOMATISMES;M16 0116;POUDRETTE;SIG-AB;43532;43532;;
AQ00AQ X0000 0730 HF-060191                       ;ATELIERS POUDRETTE - ARMOIRE REDRESSEUR;ALSTOM;C.DOC/JG/18/84;RIFFARD;09/03/2018;;AVENIR METRO  AUTOMATISMES;M16 0116;POUDRETTE;SIG-AB;46127;46127;;
AQ00AQ X0000 0730 HF-060192                       ;ATELIERS POUDRETTE - EQUIPEMENT DES COFFRETS AIG.33-SX G5 A DCR- AIG. 6.7.8-FFA;ALSTOM;C.DOC/JG/18/84;RIFFARD;09/03/2018;;AVENIR METRO  AUTOMATISMES;M16 0116;POUDRETTE;SIG-AB;45934;45934;;
AQ00AQ X0000 0730 HF-060193                       ;ATELIERS POUDRETTE - GESCAR COFFRET DE REPARTITION CELLULES;ALSTOM;C.DOC/JG/18/84;RIFFARD;09/03/2018;;AVENIR METRO  AUTOMATISMES;M16 0116;POUDRETTE;SIG-AB;45975;45975;;
AQ00AQ X0000 0730 HF-060195                       ;ATELIERS POUDRETTE - INDICATEURS DE DIRECTION SUR AIGUILLES MANUELLES DES ATELIERS;ALSTOM;C.DOC/JG/18/84;RIFFARD;09/03/2018;;AVENIR METRO  AUTOMATISMES;M16 0116;POUDRETTE;SIG-AB;45851;45851;;
AQ00AQ X0000 0730 HF-060196                       ;ATELIERS POUDRETTE - TELECONTROLES - TELECOMMANDES - DELEGATION;ALSTOM;C.DOC/JG/18/84;RIFFARD;09/03/2018;;AVENIR METRO  AUTOMATISMES;M16 0116;POUDRETTE;SIG-AB;46100;46100;;
AQ00AQ X0000 0730 HF-060200;BONNEVAY - REPERTOIRE DES SYNOPTIQUES;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;113594;113594;;
AQ00AQ X0000 0730 HF-060201;BONNEVAY - SIG - SCHEMAS SYNOPTIQUES - PLANS TECHNIQUES;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;113595;113595;;
AQ00AQ X0000 0730 HF-060202;BONNEVAY - SCHEMAS SYNOPTIQUES ENREGISTREMENT ET COMMANDE DES ITINERAIRES;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;113602;113602;;
AQ00AQ X0000 0730 HF-060204;BONNEVAY - SCHEMAS SYNOPTIQUES RELAIS DE COMMANDE D'AIGUILLE;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;113617;113617;;
AQ00AQ X0000 0730 HF-060205;BONNEVAY - SCHEMAS SYNOPTIQUES COMMANDE ET CONTROLE DES AIGUILLES;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;113624;113624;;
AQ00AQ X0000 0730 HF-060206;BONNEVAY - SCHEMAS SYNOPTIQUES COMMANDE DES OEILLETONS;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;113627;113627;;
AQ00AQ X0000 0730 HF-060207;BONNEVAY - SCHEMAS SYNOPTIQUES ALLUMAGE DES FEUX DE SIGNAUX;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;113635;113635;;
AQ00AQ X0000 0730 HF-060208;BONNEVAY - SCHEMAS SYNOPTIQUES DESTRUCTION DES ITINERAIRES;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;113642;113642;;
AQ00AQ X0000 0730 HF-060210;BONNEVAY - SCHEMAS SYNOPTIQUES CIRCUITS DE TELECOMMANDE ET DE TELECONTROLE;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;113668;113668;;
AQ00AQ X0000 0730 HF-060211;BONNEVAY - SCHEMAS SYNOPTIQUES LIAISONS BONNEVAY_ATELIERS;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;113677;113677;;
AQ00AQ X0000 0730 HF-060213;BONNEVAY - SCHEMAS SYNOPTIQUES ALLUMAGE DES COFFRETS A QUAI;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;150931;150931;;
AQ00AQ X0000 0730 HF-060214;BONNEVAY - SCHEMAS SYNOPTIQUES LOGIQUE PILOTAGE AUTOMATIQUE;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;113681;113681;;
AQ00AQ X0000 0730 HF-060220                       ;BONNEVAY - LISTE DES DOCUMENTS D'EXECUTION;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;43803;43803;;
AQ00AQ X0000 0730 HF-060221                       ;BONNEVAY - EQUIPEMENT TUNNEL;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;43814;43814;;
AQ00AQ X0000 0730 HF-060222                       ;BONNEVAY - DISPOSITION DES EQUIPEMENTS DANS LE LOCAL ELECTRONIQUE;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;43809;43809;;
AQ00AQ X0000 0730 HF-060223                       ;BONNEVAY - CIRCUITS DE DISTRIBUTION ET DE REPARTITION DE L'ALIMENTATION;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;43805;43805;;
AQ00AQ X0000 0730 HF-060224                       ;BONNEVAY - CIRCUITS DE VOIE;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;43793;43793;;
AQ00AQ X0000 0730 HF-060225                       ;BONNEVAY - ENREGISTREMENT DES ITINERAIRES;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;43992;43992;;
AQ00AQ X0000 0730 HF-060226                       ;BONNEVAY - COMMANDE DES ITINERAIRES;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;43979;43979;;
AQ00AQ X0000 0730 HF-060227                       ;BONNEVAY - RELAIS DE COMMANDE D'AIGUILLE;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;44222;44222;;
AQ00AQ X0000 0730 HF-060228                       ;BONNEVAY - COMMANDE ET CONTROLE DES AIGUILLES;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;43970;43970;;
AQ00AQ X0000 0730 HF-060229                       ;BONNEVAY - COMMANDE DES OEILLETONS;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;44172;44172;;
AQ00AQ X0000 0730 HF-060230                       ;BONNEVAY - ALLUMAGE DES FEUX DE SIGNAUX;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;44178;44178;;
AQ00AQ X0000 0730 HF-060231                       ;BONNEVAY - DESTRUCTION DES ITINERAIRES;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;44188;44188;;
AQ00AQ X0000 0730 HF-060234                       ;BONNEVAY - PILOTAGE AUTOMATIQUE;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;44217;44217;;
AQ00AQ X0000 0730 HF-060235                       ;BONNEVAY - RADIO-TELEPHONE - ORDRES ATO TELECOMMANDE - TELECONTROLE;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;44229;44229;;
AQ00AQ X0000 0730 HF-060236                       ;BONNEVAY - SIGNALISATION AUXILIAIRE;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;44264;44264;;
AQ00AQ X0000 0730 HF-060237                       ;BONNEVAY - LIAISONS ENTRE STATIONS;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;44255;44255;;
AQ00AQ X0000 0730 HF-060243                       ;BONNEVAY - ARMOIRE A1;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;44272;44272;;
AQ00AQ X0000 0730 HF-060244                       ;BONNEVAY - ARMOIRE A2;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;44285;44285;;
AQ00AQ X0000 0730 HF-060245                       ;BONNEVAY - ARMOIRE A3;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;44299;44299;;
AQ00AQ X0000 0730 HF-060246                       ;BONNEVAY - CHASSIS C1;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;43469;43469;;
AQ00AQ X0000 0730 HF-060247                       ;BONNEVAY - CHASSIS C2;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;44072;44072;;
AQ00AQ X0000 0730 HF-060248                       ;BONNEVAY - CHASSIS C3;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;44054;44054;;
AQ00AQ X0000 0730 HF-060249                       ;BONNEVAY - CHASSIS C4;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;43143;43143;;
AQ00AQ X0000 0730 HF-060250                       ;BONNEVAY - CHASSIS C5;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;44034;44034;;
AQ00AQ X0000 0730 HF-060251                       ;BONNEVAY - COFFRET 51CFS1;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;43789;43789;;
AQ00AQ X0000 0730 HF-060252                       ;BONNEVAY - COFFRET 51 CFS 3;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;43785;43785;;
AQ00AQ X0000 0730 HF-060253                       ;BONNEVAY - COFFRET 51 CFS 5;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;43737;43737;;
AQ00AQ X0000 0730 HF-060254                       ;BONNEVAY - COFFRET 51CFS2;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;43779;43779;;
AQ00AQ X0000 0730 HF-060255                       ;BONNEVAY - COFFRET 51CFS4;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;43776;43776;;
AQ00AQ X0000 0730 HF-060256                       ;BONNEVAY - COFFRET 51CFS6;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;43772;43772;;
AQ00AQ X0000 0730 HF-060259                       ;BONNEVAY - COFFRET 49CFS7;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;43763;43763;;
AQ00AQ X0000 0730 HF-060260                       ;BONNEVAY - COFFRET 49CFS2;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;43760;43760;;
AQ00AQ X0000 0730 HF-060261                       ;BONNEVAY - COFFRET 49CFS4;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;43758;43758;;
AQ00AQ X0000 0730 HF-060262                       ;BONNEVAY - COFFRET 49CFS6;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;43755;43755;;
AQ00AQ X0000 0730 HF-060263                       ;BONNEVAY - COFFRET 49CFS8;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;43735;43735;;
AQ00AQ X0000 0730 HF-060264                       ;BONNEVAY - COFFRET 51CFA1;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;43749;43749;;
AQ00AQ X0000 0730 HF-060265                       ;BONNEVAY - COFFRET 51CFA2;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;43734;43734;;
AQ00AQ X0000 0730 HF-060266                       ;BONNEVAY - COFFRET 49CFA3;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;43744;43744;;
AQ00AQ X0000 0730 HF-060267                       ;BONNEVAY - COFFRET 49CFA4;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;43742;43742;;
AQ00AQ X0000 0730 HF-060270                       ;BONNEVAY - CHASSIS C9;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;45959;45959;;
AQ00AQ X0000 0730 HF-060271                       ;BONNEVAY - ARMOIRE A4;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;45780;45780;;
AQ00AQ X0000 0730 HF-060272                       ;BONNEVAY - CHASSIS C6;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;45792;45792;;
AQ00AQ X0000 0730 HF-060273                       ;BONNEVAY - CHASSIS C7;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;45807;45807;;
AQ00AQ X0000 0730 HF-060274                       ;BONNEVAY - CHASSIS C8;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;45822;45822;;
AQ00AQ X0000 0730 HF-060275                       ;BONNEVAY - COFFRET 51 CFS 7;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;45834;45834;;
AQ00AQ X0000 0730 HF-060277;BONNEVAY - COFFRET 52 CFS 1;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;150959;150959;;
AQ00AQ X0000 0730 HF-060278;BONNEVAY - COFFRET 51 CFS 6/1;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;150960;150960;;
AQ00AQ X0000 0730 HF-060279;BONNEVAY - COFFRET 51 CFS 8/1;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;150961;150961;;
AQ00AQ X0000 0730 HF-060280                       ;BONNEVAY - COFFRET 51 CFA 5;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;BONNEVAY;SIG-AB;45840;45840;;
AQ00AQ X0000 0730 HF-060300                       ;CUSSET - BLOCK;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;CUSSET;SIG-AB;44929;#N/A;;
AQ00AQ X0000 0730 HF-060301                       ;CUSSET - DISPOSISION DES EQUIPEMENTS DANS LE LOCAL ELECTRONIQUE LIAISONS ARMOIRES;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;CUSSET;SIG-AB;44985;#N/A;;
AQ00AQ X0000 0730 HF-060302                       ;CUSSET - BLOCK VOIE 1;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;CUSSET;SIG-AB;44998;#N/A;;
AQ00AQ X0000 0730 HF-060303                       ;CUSSET - EQUIPEMENT TUNNEL VOIE 1;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;CUSSET;SIG-AB;44987;#N/A;;
AQ00AQ X0000 0730 HF-060304                       ;CUSSET - ARMOIRE A1;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;CUSSET;SIG-AB;44930;#N/A;;
AQ00AQ X0000 0730 HF-060305                       ;CUSSET - COFFRET 45 CFS 5;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;CUSSET;SIG-AB;45010;#N/A;;
AQ00AQ X0000 0730 HF-060306                       ;CUSSET - COFFRET 49 CFS 1;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;CUSSET;SIG-AB;44940;#N/A;;
AQ00AQ X0000 0730 HF-060307                       ;CUSSET - COFFRET 49 CFS 3;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;CUSSET;SIG-AB;44942;#N/A;;
AQ00AQ X0000 0730 HF-060308                       ;CUSSET - COFFRET 49 CFS 5;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;CUSSET;SIG-AB;44945;#N/A;;
AQ00AQ X0000 0730 HF-060310                       ;CUSSET - BLOCK  VOIE 2;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;CUSSET;SIG-AB;44937;#N/A;;
AQ00AQ X0000 0730 HF-060311                       ;CUSSET - EQUIPEMENT TUNNEL VOIE 2;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;CUSSET;SIG-AB;44948;#N/A;;
AQ00AQ X0000 0730 HF-060400                       ;FLACHET - BLOCK;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;FLACHET;SIG-AB;44634;#N/A;;
AQ00AQ X0000 0730 HF-060401                       ;FLACHET - DISPOSISITION DES EQUIPEMENTS DANS LE LOCAL ELECTRONIQUE LIAISONS ARMOIRES;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;FLACHET;SIG-AB;44633;#N/A;;
AQ00AQ X0000 0730 HF-060402                       ;FLACHET - BLOCK VOIE 1;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;FLACHET;SIG-AB;44539;#N/A;;
AQ00AQ X0000 0730 HF-060403                       ;FLACHET - EQUIPEMENT TUNNEL VOIE1;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;FLACHET;SIG-AB;44632;#N/A;;
AQ00AQ X0000 0730 HF-060404                       ;FLACHET - ARMOIRE A1;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;FLACHET;SIG-AB;44629;#N/A;;
AQ00AQ X0000 0730 HF-060405                       ;FLACHET - COFFRET  47 CFS 1;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;FLACHET;SIG-AB;44607;#N/A;;
AQ00AQ X0000 0730 HF-060406                       ;FLACHET - COFFRET 47 CFS3;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;FLACHET;SIG-AB;44637;#N/A;;
AQ00AQ X0000 0730 HF-060410                       ;FLACHET - BLOCK VOIE 2;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;FLACHET;SIG-AB;44647;#N/A;;
AQ00AQ X0000 0730 HF-060411                       ;FLACHET - EQUIPEMENT TUNNEL VOIE 2;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;FLACHET;SIG-AB;44643;#N/A;;
AQ00AQ X0000 0730 HF-060412                       ;FLACHET - ARMOIRE A2;ALSTOM;C.DOC/JG/18/91;RIFFARD;16/03/2018;;AVENIR METRO AUTOMATISME;M16 0116;FLACHET;SIG-AB;44747;#N/A;;
