Référence fournisseur;Référence fiche
AA00AA X0000 283000 E01 SL 000104;13760
AA00AA X0000 283000 E01 SL 000107;13761
AA00AA X0000 283000 E01 MN 000014;13763
AA00AA X0000 284000 E01 MN 000006;13764
AA00AA X0000 284000 E01 SL 000104;13765
AA00AA X0000 200000 L07 TN 000032;137682
AA00AA X0000 200000 G06 SN 000110;13781
AA00AA X0000 281000 E01 SL 000134;13792
AA00AA X0000 200000 G06 SN 000124;13794
AA00AA X0000 100000 X90 TD 000124;138499
AA00AA X0000 100000 X90 TD 000125;138501
AA00AA X0000 160000 D01 TD 000001;138872
AA00AA X0000 160000 E01 TD 000003;138873
AA00AA X0000 160000 L01 TD 000003;138875
AA00AA X0000 160000 L01 TD 000002;138876
AA00AA X0000 160000 M01 TD 000001;138878
AA00AA X0000 162000 E01 TN 000001;138879
AA00AA X0000 160000 E01 TD 000001;138880
AA00AA X0000 160000 E01 TD 000009;138883
AA00AA X0000 160000 E01 TD 000002;138884
AA00AA X0000 200000 G06 SN 000111;13890
AA00AA X0000 160000 L01 TD 000004;138900
AA00AA X0000 160000 L01 TD 000005;138901
AA00AA X0000 160000 E01 TD 000004;138902
AA00AA X0000 162000 M01 TD 000002;138903
AA00AA X0000 200000 G06 SN 000112;13891
AA00AA X0000 200000 G81 MN 000229;13892
AA00AA X0000 160000 E01 TD 000006;138929
AA00AA X0000 160000 E01 TD 000005;138930
AA00AA X0000 160000 L01 TD 000006;138931
AA00AA X0000 160000 E01 TD 000007;138932
AA00AA X0000 160000 E01 TD 000008;138934
AA00AA X0000 200000 L04 SN 000107;13895
AA00AA X0000 160000 M01 TD 000004;139203
CC99CC X0000 310300 E12 LD 000600ST501018;139305
AA99AA X0000 310000 E11 CD 000001M0000S2010LEEST501002;139359
AA00AA X0000 200000 E00 SC 000125;13942
AA00AA X0000 200000 E00 SC 000124;13943
AA00AA X0000 200000 E00 SC 000122;13944
AA00AA X0000 200000 E00 SC 000121;13945
AA00AA X0000 200000 E00 SC 000118;13946
AA00AA X0000 200000 E00 SC 000115;13947
AA00AA X0000 200000 E00 SC 000105;13948
AA00AA X0000 200000 E00 SC 000000;13949
AA00AA X0000 200000 X90 TD 000126;139519
AA00AA X0000 213237 P20 CN 000100CR 827205C;13952
AA00AA X0000 200000 E00 SC 000116;13953
AA00AA X0000 200000 G30 SL 000125;13958
AA00AA X0000 200000 E00 SC 000136;13959
AA00AA X0000 200000 E00 SC 000131;13960
AA00AA X0000 200000 E00 SC 000135;13961
AA00AA X0000 200000 E00 SC 000134;13962
AA00AA X0000 200000 E00 SC 000133;13963
AA00AA X0000 200000 E00 SC 000132;13964
AA00AA X0000 200000 E00 SC 000126;13965
AA00AA X0000 200000 G05 SN 000103;13966
AA00AA X0000 284000 E01 SN 000102;13968
AA00AA X0000 500000 E20 ZD 000004;14
AA00AA X0000 200000 G81 MN 000224;14026
AA00AA X0000 310000 E01 LD 000710;141139
AA00AA X0000 310000 E01 LD 000711;141140
AA00AA X0000 310000 E01 LD 000712;141143
AA00AA X0000 310000 E01 LD 000713;141144
AA00AA X0000 310000 E01 LD 000714;141145
AA00AA X0000 310000 E01 LD 000701;141164
AA00AA X0000 314000 E12 LD 000700;141400
AA00AA X0000 314000 P13 LD 000720;141508
AA00AA X0000 314000 P13 LD 000730;141509
AA00AA X0000 211001 R15 NP 000100FP 827219W P1/1;14151
AA00AA X0000 314000 P13 LD 000740;141510
AA00AA X0000 314111 P13 LD 000740;141543
AA00AA X0000 314111 P13 LD 000730;141544
AA00AA X0000 314111 P13 LD 000720;141560
AA00AA X0000 220000 R15 SN 000152;14209
AA00AA X0000 213340 E01 MN 000001;14210
AA00AA X0000 212342 R15 JN 000100;14211
AA00AA X0000 118200 X90 TD 000012;142759
AA00AA X0000 118200 X90 TD 000013;142760
AA00AA X0000 200000 E01 FN 000036;142959
AA00AA X0000 200000 G30 FD 000010;142960
AA00AA X0000 160000 E01 BD 000013;143099
AA00AA X0000 240000 E03 FN 000008;143565
AA00AA X0000 240000 I10 FD 000011;143567
AA00AA X0000 000000 E34 FN 000004;143620
AA00AA X0000 200000 M20 FC 000002;144046
AA00AA X0000 200000 Q20 FN 000123;144099
AA00AA X0000 200000 Q20 FN 000125;144100
AA00AA X0000 200000 Q20 FN 000126;144101
AA00AA X0000 200000 Q20 FN 000127;144119
AA00AA X0000 200000 Q20 FN 000128;144120
AA00AA X0000 200000 Q20 FN 000166;144147
AA00AA X0000 200000 Q20 FN 000167;144148
AA00AA X0000 200000 S35 FD 000531;144304
AA00AA X0000 200000 S35 FD 000532;144305
AA00AA X0000 200000 S35 FD 000554;144339
AA00AA X0000 200000 S35 FD 000566;144344
AA00AA X0000 200000 Q30 SN 000148;14458
AA00AA X0000 200000 G30 SN 000122;14459
AA00AA X0000 200000 G30 SN 000121;14460
AA00AA X0000 200000 G30 SN 000120;14461
AA00AA X0000 200000 G30 SN 000119;14462
AA00AA X0000 200000 G30 SN 000117;14463
AA00AA X0000 283000 E01 SL 000106;14464
AA00AA X0000 283000 E01 SL 000103;14465
AA00AA X0000 000000 E31 TN 000003;144722
AA00AA X0000 260000 R01 FN 000001;144782
AA00AA X0000 285000 E01 RD 000003;144783
AA00AA X0000 200000 Q30 FN 000015;144839
AA00AA X0000 200000 X90 TD 000128;145059
AA00AA X0000 200000 X90 TD 000129;145060
AA00AA X0000 200000 X90 TD 000130;145079
AA00AA X0000 200000 X90 TD 000131;145080
AA00AA X0000 200000 X90 TD 000132;145081
AA00AA X0000 200000 X90 TD 000133;145082
AA00AA X0000 200000 X90 TD 000134;145083
AA00AA X0000 260000 R01 MN 000009;14513
AA00AA X0000 123000 X90 TD 000028;145419
AA00AA X0000 123000 X90 TD 000029;145422
AA00AA X0000 313350 P20 CD 000001AA00AA X0000 0000 ST-141116;14584
AA00AA X0000 100000 X90 TD 000136;145939
AA00AA X0000 313000 E12 CD 000004;14595
AA00AA X0000 313000 E12 CD 000003;14596
AM00AM X0000 311000 E30 ED 000003118 656 FLE/SZ 81804/D;14597
AA00AA X0000 314000 P13 LD 000741;146019
AA00AA X0000 314111 P13 LD 000741;146039
AM00AM X0000 314150 P20 CD 000001AA00AA X0000 0000 ST-141121;14607
AA00AA X0000 300000 G30 CN 000017;14656
AA00AA X0000 314200 L10 EN 000002;14702
AA00AA X0000 314200 E01 EN 000001;14703
AA00AA X0000 314100 E20 CN 000001;14704
AA00AA X0000 314100 E10 CN 000004;14705
AA00AA X0000 314100 E01 SL 000114;14706
AA00AA X0000 300000 G60 CN 000503;14725
AA00AA X0000 314250 P20 CD 000001AA00AA X0000 0000 ST-141114ST141114;14726
AA00AA X0000 300000 L01 EN 000019;14727
AA00AA X0000 300000 L01 EN 000016;14728
AR00AR X0000 240000 I10 FD 000014;147339
AM00AM X0000 314100 E10 WD 000001118 656 FVE/SZ 81300/B;14748
AA00AA X0000 313300 E10 CD 000002;14753
AA00AA X0000 300000 L10 CD 000010;14785
AA00AA X0000 300000 E01 SL 000105;14881
AA00AA X0000 300000 E01 SL 000127;14882
AA00AA X0000 300000 L01 EN 000003;14901
AA00AA X0000 000000 E16 CN 000004;15
AA00AA X0000 100000 X90 TD 000137;150399
CB99CB M0815 319500 E09 CD 000003;150500
CB99CB M0815 319550 P13 CD 000002;150519
CB99CB M0815 319550 P13 CD 000003;150520
CB99CB M0815 319550 P11 CI 000003;150521
CB99CB M0815 319550 E10 CD 000001;150522
CB00AA X0000 311000 E20 CD 000463;150524
CB99CB M0815 311314 P13 CD 000004;150561
CB00AM X0000 312100 P10 CD 000001;150563
CB99CB M0815 310000 Q20 CA 000001;150564
CB99CB M0815 310200 P10 CD 000002;150565
CB99CB M0815 310000 E09 CD 000001;150580
CB99CB M0815 310000 E09 CD 000006;150581
CB99CB M0815 318470 E30 CR 000003;150587
CB99CB M0815 318470 E30 CR 000001;150602
CB99CB M0815 318470 E20 CD 000011;150611
CB99CB M0815 318470 E20 CD 000010;150612
CB99CB M0815 318470 E20 CD 000002;150613
CB99CB M0815 318470 E20 CD 000001;150614
CB99CB M0815 318470 E20 CD 000012;150615
CB99CB M0815 315012 P13 CD 000003;150616
CB99CB M0815 319500 E20 CD 000005;150617
CB99CB M0815 312313 P13 CD 000005;150618
CB99CB M0815 319500 E20 CD 000004;150619
CB99CB M0815 318470 P20 CD 000001;150620
CB99CB M0815 319500 P11 CI 000002;150639
CB99CB M0815 319500 E20 CD 000006;150659
CB99CB M0815 310000 F01 CI 000009;150660
CB99CB M0815 310000 P10 CD 000003;150661
CB00AM X0000 312000 P13 CD 000503;150706
CB99CB M0815 319550 E20 CD 000007;150726
CB99CB M0815 319550 E20 CD 000009;150728
CB99CB M0815 310000 E35 CD 000001;150735
CB99CB M0815 310000 Q10 CA 000001;150741
CB99CB M0815 310000 Q00 CA 000001;150742
CB99CB M0815 310000 P11 CI 000001;150745
CB00AM X0000 312000 P17 CD 000600;150760
CB99CB M0815 310000 E50 CR 000002;150768
CB99CB M0815 312314 P13 CD 000006;150770
CB99CB M0815 312200 P20 CD 000004;150772
CB99CB M0815 311313 P13 CD 000003;150773
CB99CB M0815 311000 P11 CI 000005;150775
CB99CB M0815 311000 P11 CI 000004;150776
CB99CB M0815 310314 P10 CD 000001;150778
AA00AA X0000 200000 E05 TN 000008;151108
AA00AA X0000 300000 Q10 CN 000015;15130
AA00AA X0000 300000 Q10 CN 000019;15158
AA00AA X0000 162000 X90 TD 000013;151603
AA00AA X0000 162000 X90 TD 000014;151606
AA00AA X0000 162000 X90 TD 000015;151607
AA00AA X0000 310000 E01 LD 000760;151999
AA00AA X0000 310000 E01 LD 000761;152000
AA00AA X0000 310000 E01 LD 000767;152003
AA00AA X0000 310000 E01 LD 000768;152004
AA00AA X0000 310000 E01 LD 000780;152019
AA00AA X0000 310000 E12 LD 000760;152020
AA00AA X0000 310000 E01 LD 000782;152039
AA00AA X0000 310000 E12 LD 000761;152040
AA00AA X0000 310000 Q03 LD 000760;152041
AA00AA X0000 311000 E01 LD 000766;152042
AA00AA X0000 313000 E20 LD 000760;152043
AA00AA X0000 310000 E01 LD 000765;152079
AA00AA X0000 313000 P20 LD 000760;152080
AA00AA X0000 313000 P20 LD 000761;152146
AA00AA X0000 313200 P12 LD 000761;152147
AA00AA X0000 313200 P13 LD 000760;152148
AA00AA X0000 313311 P13 LD 000760;152149
AA00AA X0000 317600 E10 LD 000001;152150
AA00AA X0000 317600 E11 LD 000001;152151
AA00AA X0000 317600 E20 LD 000001;152159
AA00AA X0000 317600 P13 LD 000001;152160
AA00AA X0000 313200 P12 LD 000762;152161
AA00AA X0000 313311 P10 CD 000001;15312
AA00AA X0000 200000 X90 TD 000142;153759
AA00AA X0000 000000 E01 MN 000935;154099
AA00AA X0000 0100 ST-142901AA00AA X0000 316310 P17 TD 000001;15478
AA00AA X0000 000000 E37 SN 000155;154999
AA00AA X0000 314100 E20 CD 000001AA00AA X0000 0000 ST-141392;15506
AA00AA X0000 314100 P13 CD 000902AA00AA X0000 0000 ST-141430;15507
AA00AA X0000 314111 P12 WD 000001AA00AA X0000 0000 ST-141566;15508
AA00AA X0000 314100 E10 SL 000108;15509
AA00AA X0000 313150 P20 CD 000001AA00AA X0000 0000 ST-141119;15521
AA00AA X0000 314000 E10 CD 000002118 656 FLE/SZ 81103/D;15529
AA00AA X0000 000000 E75 RN 000107;155305
AA00AA X0000 300000 Q20 CD 000001AA00AA X0000 0000 ST-100176;15547
AA00AA X0000 300000 X60 CD 000001AA00AA X0000 0000 ST-100177;15549
AA00AA X0000 300000 Q01 SL 000104;15550
AA00AA X0000 300000 Q01 CD 000001;15551
AA00AA X0000 314100 E10 CN 000005;15597
AA00AA X0000 300000 G60 CN 000524;15600
AA00AA X0000 300000 E01 SN 000118;15602
AA00AA X0000 000000 D03 MC 000017;156739
AA00AA X0000 200000 S35 SN 000278;156827
AA00AA X0000 000000 S21 MN 000004;15684
AA00AA X0000 000000 E31 MN 000109;15685
AA00AA X0000 200000 S70 MN 000029;15687
AA00AA X0000 200000 S41 MN 000001;15688
AA00AA X0000 200000 S70 MN 000032;15689
AA00AA X0000 100000 S30 AN 000018;15691
AA00AA X0000 000000 Q00 TN 000021;156959
AA00AA X0000 200000 S20 TN 000008;156960
AA00AA X0000 200000 Q10 TN 000001;156979
AA00AA X0000 000000 S21 TN 000002;156999
AA00AA X0000 000000 S20 TN 000003;157000
AA00AA X0000 000000 S02 TN 000008;157001
AA00AA X0000 000000 S90 SN 000483;157019
AA00AA X0000 000000 X93 TD 000024;157059
AA00AA X0000 200000 S35 SN 000362;157163
AA00AA X0000 431000 E01 GN 000052;15721
AA00AA X0000 200000 S35 SN 000296;157219
100 000 MXX BP OJA;157359
AA00AA X0000 100000 G99 SL 000109;157579
AA00AA X0000 427000 E10 GN 000003;15767
AA00AA X0000 117000 M01 SC 000201;158015
AA00AA X0000 140000 E01 SC 000201;158025
AA00AA X0000 118200 X90 TD 000010;158739
AA00AA X0000 120000 E01 AL 000004;158740
AA00AA X0000 100000 X90 TD 000138;158862
AA00AA X0000 200000 E01 FD 000001;159019
AA00AA X0000 200000 G61 FN 000013;159020
AA00AA X0000 200000 E01 FD 000060;159022
AA00AA X0000 200000 E05 FD 000006;159039
AA00AA X0000 200000 E01 FD 060000;159059
AA00AA X0000 200000 E01 FD 000061;159060
AA00AA X0000 200000 E01 FD 000062;159061
AA00AA X0000 200000 E05 FD 000003;159063
AA00AA X0000 200000 E05 FD 000004;159064
AA00AA X0000 200000 E05 FD 000005;159079
AA00AA X0000 200000 E10 FD 000001;159080
AA00AA X0000 200000 E10 FD 000002;159081
AA00AA X0000 200000 E10 FD 000003;159082
AA00AA X0000 200000 E40 FD 000001;159083
AA00AA X0000 200000 E42 FD 000002;159084
AA00AA X0000 200000 E45 FD 000003;159085
AA00AA X0000 200000 E51 FD 000001;159086
AA00AA X0000 200000 E51 FD 000002;159087
AA00AA X0000 200000 E51 FD 000003;159088
AA00AA X0000 200000 E51 FD 000004;159089
AA00AA X0000 200000 E51 FD 000005;159090
AA00AA X0000 200000 G30 FN 000030;159091
AA00AA X0000 200000 L20 FC 000081;159092
AA00AA X0000 200000 M20 FC 000102;159093
AA00AA X0000 200000 Q00 FN 000013;159094
AA00AA X0000 200000 Q10 FN 060000;159097
AA00AA X0000 200000 Q10 FN 000106;159098
AA00AA X0000 200000 S35 FD 000513;159119
AA00AA X0000 200000 S35 FD 000514;159120
AA00AA X0000 200000 S35 FN 000490;159121
AA00AA X0000 200000 S35 FN 000515;159122
AA00AA X0000 200000 S35 FN 000516;159123
AA00AA X0000 240000 E01 FD 000001;159124
AA00AA X0000 240000 E01 FD 000002;159125
AA00AA X0000 150000 E01 BP 000187;159179
AA00AA X0000 310000 E01 LD 000804;159201
AA00AA X0000 310000 E01 LD 000803;159202
AA00AA X0000 200000 E00 SC 000930;159279
AA00AA X0000 200000 E60 FL 000045;159342
AA00AA X0000 200000 G06 MN 000104;159359
AA00AA X0000 200000 L03 MN 000012;159479
AA00AA X0000 200000 G81 MN 000257;159519
AA00AA X0000 200000 G70 ML 000065;159564
AA00AA X0000 200000 L60 MN 000001;159579
AA00AA X0000 200000 L30 MN 000015;159599
AA00AA X0000 200000 L07 FD 000028;159639
AA00AA X0000 200000 L07 FN 000047;159659
AA00AA X0000 200000 L65 ML 000076;159779
AA00AA X0000 200000 Q20 MN 000027;159839
313000F01LD800;159981
AR00AR X0000 200000 Q30 FN 000241;160589
AA00AA X0000 551900 I10 MP 000001FP 821592R P1;16100
AA00AA X0000 200000 X90 TD 000169;161739
AA00AA X0000 500000 E20 MN 000001;16190
AA00AA X0000 550181 I10 MP 000001DD 821605K;16195
AA00AA X0000 221100 R10 MN 000002 V03;162019
AA00AA X0000 552100 I10 MP 000001FP 821597Y P1;16205
AA00AA X0000 220000 X90 TD 000001 V07;162059
AA00AA X0000 220000 I10 MN 000012;162079
AA00AA X0000 552300 I10 MP 000001FP 821599B P1;16217
AA00AA X0000 240000 I10 FD 000014;162319
AA00AA X0000 500000 S20 SN 000104;16239
AA00AA X0000 000000 D54 MN 000013;16241
AA00AA X0000 000000 I01 SN 000109;16243
AA00AA X0000 000000 X92 TD 000001;16245
AA00AA X0000 000000 S90 SN 000298;16247
AA00AA X0000 000000 E25 SL 000166;16251
AA00AA X0000 000000 E34 SL 000111;16253
AA00AA X0000 000000 E99 AL 000501;16255
AA00AA X0000 000000 L01 SL 000169;16257
AA00AA X0000 000000 L04 AN 000508;16259
AA00AA X0000 000000 D54 SN 000107;16261
AA00AA X0000 000000 L01 SL 000168;16263
AA00AA X0000 000000 E33 SN 000106;16265
AA00AA X0000 000000 D54 MN 000913;16267
AA00AA X0000 000000 E01 AD 000015;16269
AA00AA X0000 000000 S90 SN 000275;16271
AA00AA X0000 000000 M10 SL 000148;16273
AA00AA X0000 000000 L04 AN 000507;16275
AA00AA X0000 000000 L04 AN 000511;16277
AA00AA X0000 000000 L04 AN 000514;16279
AA00AA X0000 000000 L04 AN 000513;16281
AA00AA X0000 000000 M10 SC 000143;16283
AA00AA X0000 000000 L01 AC 000607;16285
AA00AA X0000 000000 L01 AC 000601;16287
AA00AA X0000 000000 L01 AC 000603;16289
AA00AA X0000 000000 L30 SN 000116;16291
AA00AA X0000 000000 L04 AN 000516;16293
AA00AA X0000 000000 L04 AN 000515;16295
AA00AA X0000 000000 L01 AC 000609;16297
AA00AA X0000 000000 L01 AC 000592;16299
AA00AA X0000 000000 L30 SN 000135;16301
AA00AA X0000 000000 L01 AC 000593;16303
AA00AA X0000 000000 S90 SC 000263;16305
AA00AA X0000 000000 L30 SN 000136;16307
AA00AA X0000 000000 S90 SC 000264;16309
AA00AA X0000 000000 L01 AC 000596;16311
AA00AA X0000 000000 L03 AC 000506;16313
AA00AA X0000 000000 L01 AC 000613;16315
AA00AA X0000 000000 L01 AC 000611;16317
AA00AA X0000 000000 L01 AC 000615;16319
AA00AA X0000 000000 L01 AC 000617;16321
AA00AA X0000 000000 L01 AC 000619;16323
AA00AA X0000 000000 E01 AN 000032;16325
AA00AA X0000 000000 E25 SC 000142;16327
AA00AA X0000 000000 L01 AC 000623;16329
AA00AA X0000 000000 L01 AC 000627;16331
AA00AA X0000 000000 G71 SN 000190;16333
AA00AA X0000 000000 L03 AC 000507;16335
AA00AA X0000 000000 L01 AC 000637;16337
AA00AA X0000 000000 L01 AC 000635;16339
AA00AA X0000 000000 L01 AC 000641;16341
AA00AA X0000 000000 L01 AC 000643;16343
AA00AA X0000 000000 L01 AC 000646;16345
AA00AA X0000 000000 L04 AN 000518;16347
AA00AA X0000 000000 L04 AN 000510;16349
AA00AA X0000 160000 E01 AD 000005;1635
AA00AA X0000 000000 L03 AC 000503;16351
AA00AA X0000 000000 L01 SL 000165;16353
AA00AA X0000 000000 L01 AN 000607;16355
AA00AA X0000 000000 S21 LM 000010;16357
AA00AA X0000 000000 L30 MC 000030;16359
AA00AA X0000 000000 S90 SN 000296;16364
AA00AA X0000 000000 E99 SN 000003;16370
AA00AA X0000 000000 S01 SN 000106;16371
AA00AA X0000 283000 E01 MN 000011;164249
AA00AA X0000 000000 E32 TN 000002MSV800 - MSV800-2;16428
AA00AA X0000 100000 E00 VL 000105;1643
AA00AA X0000 100000 L99 AL 000065;16430
AA00AA X0000 141000 E01 VL 000203;16433
AA00AA X0000 100000 E01 SN 000110;16435
AA00AA X0000 310000 E01 LD 000600;164578
100000L99AN040SF.RE.1081;16472
AA00AA X0000 310000 E07 CD 000901;164739
AA00AA X0000 100000 X90 TD 000144;164839
AA00AA X0000 283000 E01 SL 000202;164886
AA00AA X0000 284100 R15 ML 000103;164968
AA00AA X0000 117100 E01 VL 000362;16500
AA00AA X0000 313000 L11 SC 000359;165009
AA00AA X0000 100000 G99 AL 000040;16502
AA00AA X0000 100000 G60 AD 000003AA00AA X0000 0675 FDE000503;16503
AA00AA X0000 300000 G60 SL 000263;165064
AA00AA X0000 100000 M10 SL 000103;16508
AA00AA X0000 100000 L04 AL 000014;16514
AA00AA X0000 100000 E99 AL 000051;16515
AA00AA X0000 240000 I10 FC 000015;165339
AA00AA X0000 200000 Q30 FN 000001;165340
AA00AA X0000 200000 Q30 FN 000242;165341
AA00AA X0000 200000 Q20 FN 000179;165342
AA00AA X0000 200000 Q20 FN 000169;165343
AA00AA X0000 200000 Q10 FD 000117;165344
AA00AA X0000 200000 Q10 FD 000116;165359
AA00AA X0000 200000 Q10 FD 000114;165360
AA00AA X0000 200000 L20 FC 000115;165379
AA00AA X0000 200000 L20 FC 000114;165380
AA00AA X0000 200000 G30 FD 000035;165381
AA00AA X0000 200000 E01 FD 000106;165382
AA00AA X0000 284200 R00 FC 000001;165383
AA00AA X0000 232000 R01 FN 000034;165400
AA00AA X0000 200000 S35 FN 000646;165401
AA00AA X0000 200000 S35 FN 000645;165402
AA00AA X0000 200000 S35 FN 000644;165403
AA00AA X0000 200000 S35 FN 000640;165404
AA00AA X0000 200000 S35 FN 000639;165405
AA00AA X0000 200000 S35 FN 000638;165406
AA00AA X0000 200000 S35 FN 000637;165407
AA00AA X0000 200000 S35 FN 000633;165408
AA00AA X0000 200000 S35 FD 000647;165409
AA00AA X0000 200000 S35 FD 000643;165410
AA00AA X0000 200000 S35 FD 000642;165411
AA00AA X0000 400000 S20 GN 000004;165412
AA00AA X0000 200000 S35 FD 000641;165420
AA00AA X0000 200000 S35 FD 000636;165421
AA00AA X0000 200000 S35 FD 000635;165422
AA00AA X0000 200000 S35 FD 000634;165423
AA00AA X0000 200000 S35 FD 000632;165424
AA00AA X0000 200000 S35 FD 000631;165425
AA00AA X0000 200000 S35 FD 000630;165426
AA00AA X0000 200000 S35 FD 000629;165427
AA00AA X0000 200000 S35 FD 000628;165428
AA00AA X0000 200000 S35 FD 000627;165429
AA00AA X0000 200000 S35 FD 000626;165430
AA00AA X0000 200000 S20 FN 000017;165432
AA00AA X0000 200000 S11 FL 000017;165433
AA00AA X0000 200000 S11 FL 000016;165434
AA00AA X0000 400000 D55 RN 000011;165439
AA00AA X0000 400000 D30 GN 000001;165440
AA00AA X0000 400000 D26 GN 000001;165441
AA00AA X0000 200000 Q30 FN 000243;165459
AA00AA X0000 200000 Q30 FN 000240;165460
AA00AA X0000 200000 Q30 FN 000239;165461
AA00AA X0000 200000 Q30 FN 000238;165462
AA00AA X0000 200000 Q30 FN 000236;165463
AA00AA X0000 200000 Q30 FN 000231;165464
AA00AA X0000 200000 Q30 FN 000230;165465
AA00AA X0000 200000 Q30 FC 000244;165466
AA00AA X0000 200000 Q30 FC 000237;165467
AA00AA X0000 200000 Q30 FC 000235;165523
AA00AA X0000 200000 Q30 FC 000234;165524
AA00AA X0000 200000 Q30 FC 000233;165525
AA00AA X0000 200000 Q30 FC 000232;165526
AA00AA X0000 200000 Q30 FC 000229;165527
AA00AA X0000 200000 Q30 FC 000228;165528
AA00AA X0000 200000 Q30 FC 000226;165529
AA00AA X0000 200000 Q20 FN 000178;165539
AA00AA X0000 200000 Q20 FN 000177;165540
AA00AA X0000 200000 Q20 FN 000176;165541
AA00AA X0000 200000 Q20 FN 000175;165542
AA00AA X0000 200000 Q20 FN 000174;165543
AA00AA X0000 200000 Q20 FN 000173;165544
AA00AA X0000 200000 Q20 FN 000172;165545
AA00AA X0000 200000 Q20 FC 000154;165559
AA00AA X0000 200000 Q20 FC 000153;165560
AA00AA X0000 200000 Q20 FC 000152;165561
AA00AA X0000 200000 Q20 FC 000151;165562
AA00AA X0000 200000 Q20 FC 000150;165563
AA00AA X0000 200000 Q20 FC 000149;165564
AA00AA X0000 200000 Q20 FC 000148;165565
AA00AA X0000 200000 Q10 FD 000115;165566
AA00AA X0000 200000 Q10 FD 000113;165567
AA00AA X0000 200000 M50 FN 000003;165568
AA00AA X0000 200000 M50 FC 000002;165569
AA00AA X0000 100000 G71 AL 000040;16557
AA00AA X0000 200000 L20 FC 000113;165579
AA00AA X0000 200000 L20 FC 000112;165580
AA00AA X0000 200000 L07 FD 000071;165581
AA00AA X0000 200000 L07 FD 000070;165582
AA00AA X0000 100000 E99 AL 000053;16559
AA00AA X0000 200000 L07 FD 000068;165599
AA00AA X0000 200000 L07 FD 000067;165600
AA00AA X0000 200000 G61 FN 000037;165601
AA00AA X0000 200000 G61 FN 000036;165602
AA00AA X0000 200000 G61 FN 000035;165603
AA00AA X0000 200000 G61 FN 000033;165604
AA00AA X0000 200000 G61 FN 000032;165605
AA00AA X0000 200000 G61 FN 000030;165606
AA00AA X0000 200000 G61 FN 000029;165607
AA00AA X0000 200000 G30 FD 000037;165608
AA00AA X0000 200000 G61 FN 000028;165609
AA00AA X0000 200000 G30 FD 000036;165610
AA00AA X0000 200000 G15 FX 000020;165611
AA00AA X0000 200000 G15 FL 000019;165612
AA00AA X0000 200000 E60 FN 000077;165613
AA00AA X0000 200000 E45 FN 000006;165614
AA00AA X0000 200000 E45 FD 000005;165615
AA00AA X0000 200000 E01 FN 000108;165616
AA00AA X0000 200000 E01 FN 000107;165617
AA00AA X0000 200000 E01 FN 000106;165618
AA00AA X0000 200000 E01 FN 000104;165619
AA00AA X0000 200000 E01 FN 000103;165639
AA00AA X0000 200000 E01 FN 000101;165640
AA00AA X0000 200000 E01 FN 000099;165641
AA00AA X0000 200000 E01 FN 000094;165642
AA00AA X0000 200000 E01 FN 000091;165643
