Référence fournisseur;Titre;Site;Référence fiche
GTM091073ITEB00329;CORDELIERS - DOC - DESCRIPTIF PROJET LUMINAIRE;CORDELIERS;221105
GTM091073ITEN00330;CORDELIERS - DOC - NOMENCLATURE FOURNISSEURS ET NOMENCLATURE MATERIELS LUMINAIRE;CORDELIERS;221107
GTM091073ITEQ00331;CORDELIERS - DOC - FICHE AUTO-CONTROLE LUMINAIRE;CORDELIERS;221108
GTM091073ITEQ00333;CORDELIERS - DOC - RELEVE D'ECLAIREMENT ANCIENNE INSTALLATION LUMINAIRE;CORDELIERS;221110
GTM091073ITEQ00334;CORDELIERS - DOC - ETUDE D'ECLAIREMENT NOUVELLE INSTALLATION LUMINAIRE;CORDELIERS;221111
GTM091073ITEQ00336;CORDELIERS - DOC - RELEVEE D'ECLAIREMENT NOUVELLE INSTALLATION LUMINAIRE;CORDELIERS;221112
GTM091073ITEQ00337;CORDELIERS - DOC - FICHE TECHNIQUES LUMINAIRES TCL - MONTCALM;CORDELIERS;221113
GTM091073ITEQ00338;CORDELIERS - DOC - NOTICE DESCRIPTIF ET MAINTENANCE TCL - MONTCALM;CORDELIERS;221114
GTM091073ITEQ00339;CORDELIERS - DOC - BILAN DE PUISSANCE LUMINAIRES;CORDELIERS;221115
GZM090773ECYP00106;MASSENA - TGBT ARMOIRE SCHEMA LOCAL LHB;MASSENA;247796
GZM090773ECYP00107;MASSENA - TGBT CARNET DE CABLES LOCAL LHB;MASSENA;248056
GZM090773ECYU00103;MASSENA - CANECO - TGBT - NOTE DE CALCUL BT (TENSION ALTERNATIVE) LOCAL LHB;MASSENA;248058
GZM090773ECYU00104;MASSENA - CANECO - TGBT - NOTE DE CALCUL BT (TENSION CONTINU) LOCAL LHB;MASSENA;248059
GZM090773LCYH00110;MASSENA - TGBT PROCEDURE ET CAHIER DE RECETTE FAT;MASSENA;247797
GZM090773LCYH00111;MASSENA - TGBT PROCEDURE ET CAHIER DE RECETTE SAT;MASSENA;247798
GZM090773LCYH00116;MASSENA - DOC -  PROCEDURE ET CAHIER DE RECETTE SAT BT LEE;MASSENA;238976
GZM090778ECYD00121;MASSENA - TGBT ADRESSAGE RESEAU ETHERNET;MASSENA;248057
GZM090873ECYP00106;FOCH - TGBT ARMOIRE SCHEMA LOCAL LHB;FOCH;247228
GZM090873ECYP00107;FOCH - TGBT CARNET DE CABLES LOCAL LHB;FOCH;247229
GZM090873ECYU00103;FOCH - CANECO - TGBT - NOTE DE CALCUL BT (TENSION ALTERNATIVE) LOCAL LHB;FOCH;247230
GZM090873ECYU00104;FOCH - CANECO - TGBT - NOTE DE CALCUL BT (TENSION CONTINU) LOCAL LHB;FOCH;247231
GZM090873LCYH00110;FOCH - TGBT PROCEDURE ET CAHIER DE RECETTE FAT;FOCH;247232
GZM090873LCYH00111;FOCH - TGBT PROCEDURE ET CAHIER DE RECETTE SAT;FOCH;247233
GZM090873LCYH00116;FOCH - DOC -  PROCEDURE ET CAHIER DE RECETTE SAT BT LEE;FOCH;238936
GZM090878ECYD00121;FOCH - TGBT ADRESSAGE RESEAU ETHERNET;FOCH;247234
GZM090973LCYH00116;HOTEL DE VILLE - DOC -  PROCEDURE ET CAHIER DE RECETTE SAT BT LEE;HOTEL DE VILLE A & C;238957
GZM091073ECYP00106;CORDELIERS - TGBT - ARMOIRE SCHEMA;CORDELIERS;246509
GZM091073ECYP00107;CORDELIERS - TGBT - CARNET DE CABLE;CORDELIERS;246511
GZM091073ECYU00103;CORDELIERS - CANECO - TGBT NOTE DE CALCUL (TENSION ALTERNATIVE);CORDELIERS;246507
GZM091073ECYU00104;CORDELIERS - CANECO - TGBT NOTE DE CALCUL (TENSION CONTINUE);CORDELIERS;246508
GZM091073LCYH00110;CORDELIERS - DOC - TGBT PROCEDURE ET CAHIER DE RECETTE FAT RECETTE USINE;CORDELIERS;246513
GZM091073LCYH00111;CORDELIERS - DOC - TGBT PROCEDURE ET CAHIER DE RECETTE SAT RECETTE SITE;CORDELIERS;246514
GZM091073LCYH00116;CORDELIERS  - DOC -  PROCEDURE ET CAHIER DE RECETTE SAT BT LEE;CORDELIERS;238856
GZM091078ECYD00121;CORDELIERS - TGBT - ADRESSAGE RESEAU ETHERNET;CORDELIERS;246510
HGR090970ETSD00201;HOTEL DE VILLE - SOUS STATION SURFACE - NOTICE ET PLAN DE VEROUILLAGE;HOTEL DE VILLE A & C;238383
HGR090970ETSH00113;HOTEL DE VILLE - SOUS STATION SURFACE - PROCEDURE ET CAHIER DE RECETTE (RECETTE SITE);HOTEL DE VILLE A & C;238397
HGR090970ETSH00132;HOTEL DE VILLE - SOUS STATION SURFACE - CAHIER DE RECETTE API;HOTEL DE VILLE A & C;238398
HGR090970ETSP00203;HOTEL DE VILLE - SOUS STATION SURFACE - PLAN GUIDE GENIE CIVIL IMPLANTATION ET CHEMINEMENT;HOTEL DE VILLE A & C;238384
HGR090970ETSP00212;HOTEL DE VILLE - SOUS STATION SURFACE - CARNET DE CABLE;HOTEL DE VILLE A & C;238391
HGR090970RETQ01364;HOTEL DE VILLE - SOUS STATION SURFACE - DOC - BORDEREAU TRAITEMENT DES DECHETS CERTIFICATS DE DESTRUCTION DECLARATION APSAD DI CONSTAT HUISSIER RAPPORT SONORE;HOTEL DE VILLE A & C;238380
HGR090972ETSP00208;HOTEL DE VILLE - SOUS STATION SURFACE - SCHEMA ELECTRIQUE TABLEAU HTA;HOTEL DE VILLE A & C;238388
HGR090973ETSP00207;HOTEL DE VILLE - SOUS STATION SURFACE - ARMOIRE TGBT;HOTEL DE VILLE A & C;238387
HGR090973ETSP00209;HOTEL DE VILLE - SOUS STATION SURFACE - ARMOIRE CONTROLE COMMANDE;HOTEL DE VILLE A & C;238389
HGR090973ETSU00204;HOTEL DE VILLE - SOUS STATION SURFACE - BILAN DE PUISSANCE;HOTEL DE VILLE A & C;238385
HGR090973ETSU00205;HOTEL DE VILLE - SOUS STATION SURFACE - CANECO - NOTE DE CALCUL BT;HOTEL DE VILLE A & C;238386
HGR090974ETSD00219;HOTEL DE VILLE - SOUS STATION SURFACE - PROCEDURE D ESSAIS EN COURT CIRCUIT;HOTEL DE VILLE A & C;238396
HGR090974ETSP00200;SOUS STATION HOTEL DE VILLE - UNIFILAIRE HT TRACTION;HOTEL DE VILLE A & C;238382
HGR090974ETSP00213;HOTEL DE VILLE - SOUS STATION SURFACE - CELLULE DE SECTIONNEMENT;HOTEL DE VILLE A & C;238392
HGR090974ETSP00214;HOTEL DE VILLE - SOUS STATION SURFACE - SCHEMA DEVELOPPE DU REDRESSEUR HEXAPHASE;HOTEL DE VILLE A & C;238393
HGR090974ETSP00215;HOTEL DE VILLE - SOUS STATION SURFACE - SCHEMA DEVELOPPE DU DUR DE LIGNE CRD 262-263;HOTEL DE VILLE A & C;238394
HGR090974ETSP00216;HOTEL DE VILLE - SOUS STATION SURFACE - SCHEMA DEVELOPPE DU DUR D INTERCONNEXION ( X CRD) CRD 264;HOTEL DE VILLE A & C;238395
HGR090974ETSU00210;HOTEL DE VILLE - SOUS STATION SURFACE - PLAN DE PROTECTION DC;HOTEL DE VILLE A & C;238390
HGR090998ETSD00109;HOTEL DE VILLE - SOUS STATION SURFACE - DOC - SPECIFICATION TECHNIQUE ET DEMANDE D AGREMENT POUR LES EQUIPEMENTS DE VENTILATION;HOTEL DE VILLE A & C;238381
HHM090872EINH15036;FOCH - RENOUVELLEMENT DES POSTES HTA - LOCAL LHB - DOSSIER DE TESTS DE VALIDATION SITE - TABLEAUX REPARTITON HTA - COFFRETS CONTROLES/COMMANDES - ARTERES 1 & 2;FOCH;228612
HHM090872EINP00948;FOCH - RENOUVELLEMENT DES POSTES HTA - FICHES DE CONSIGNES DE MANOEUVRE CELLULE HT - SYNOPTIQUE LIAISONS HT FORMAT A3;FOCH;228734
HHM090872EINP15152;FOCH - RENOUVELLEMENT DES POSTES HTA - PLAN D'IMPLANTATION - LOCAL LHB;FOCH;228726
HHM090872EINP15153;FOCH - RENOUVELLEMENT DES POSTES HTA - TABLEAU DE REPARTITION HT - ARTERE 1&2 - LOCAL LHB;FOCH;228728
HHM090872EINP15154;FOCH - RENOUVELLEMENT DES POSTES HTA - COFFRET CONTROLE COMMANDE - ARTERE 1;FOCH;228729
HHM090872EINP15155;FOCH - RENOUVELLEMENT DES POSTES HTA - COFFRET CONTROLE COMMANDE - ARTERE 2;FOCH;228730
HHM090872EINP15156;FOCH - RENOUVELLEMENT DES POSTES HTA - COFFRET DE REGROUPEMENT INFORMATIONS HT;FOCH;228731
HHM090872EINP15157;FOCH - ARMOIRE DE CONTROLE DES TRANCHES ET SOUS TRANCHES;FOCH;41057
HHM090872EINP15158;FOCH - TABLEAU REPARTITION BT DETRUIT REMPLACE PAR GZM090873ECYP00106;FOCH;40836
HHM090872EINP15159;FOCH - CARNET DE CABLES;FOCH;40980
HHM090872EINP15160;FOCH - ARMOIRE DE DISTRIBUTION 48V CC DETRUIT REMPLACE PAR GZM090873ECYP00106;FOCH;41052
HHM090872EINU15151;FOCH - LOCAL LHB - RENOUVELLEMENT DES POSTES HTA - NOTE DE CALCUL BT;FOCH;228725
HHM090872EINV15408;FOCH - RENOUVELLEMENT DES POSTES HTA - PROCES VERBAL DE RECETTE USINE - TABLEAUX DE REPARTITIONS HT ARTERES 1 ET 2;FOCH;228540
HHM090872EINV15409;FOCH - RENOUVELLEMENT DES POSTES HTA - PROCES VERBAL DE RECETTE USINE - COFFRETS CONTROLES/COMMANDES TABLEAUX ARTERES HTA;FOCH;228541
HHM090872MINE15608;FOCH - RENOUVELLEMENT DES POSTES HTA - NOTE TECHNIQUE DE MANOEUVRE DE CONSIGNATION HT ARTERE 1;FOCH;228931
HHM090872MINE15609;FOCH - RENOUVELLEMENT DES POSTES HTA - NOTE TECHNIQUE DE MANOEUVRE DE CONSIGNATION HT ARTERE 2;FOCH;228933
HHM091072EINH15037;CORDELIERS - RENOUVELLEMENT DES POSTES HTA - LOCAL LHB - DOSSIER DE TESTS DE VALIDATION SITE - TABLEAUX REPARTITON HTA - COFFRETS CONTROLES/COMMANDES - ARTERES 1 & 2;CORDELIERS;228613
HHM091072EINP00949;CORDELIERS - RENOUVELLEMENT DES POSTES HTA - FICHES DE CONSIGNES DE MANOEUVRE CELLULE HT - SYNOPTIQUE LIAISONS HT FORMAT A3;CORDELIERS;228766
HHM091072EINP15172;CORDELIERS - RENOUVELLEMENT DES POSTES HTA - PLAN D'IMPLANTATION - LOCAL LHB;CORDELIERS;228756
HHM091072EINP15173;CORDELIERS - RENOUVELLEMENT DES POSTES HTA - TABLEAU DE REPARTITION HT - ARTERE 1&2 - LOCAL LHB;CORDELIERS;228757
HHM091072EINP15174;CORDELIERS - RENOUVELLEMENT DES POSTES HTA - COFFRET CONTROLE COMMANDE - ARTERE 1;CORDELIERS;228758
HHM091072EINP15175;CORDELIERS - RENOUVELLEMENT DES POSTES HTA - COFFRET CONTROLE COMMANDE - ARTERE 2;CORDELIERS;228759
HHM091072EINP15176;CORDELIERS - RENOUVELLEMENT DES POSTES HTA - COFFRET DE REGROUPEMENT INFORMATIONS BT;CORDELIERS;228760
HHM091072EINP15177;CORDELIERS - ARMOIRE DE CONTROLE DES TRANCHES ET SOUS TRANCHES;CORDELIERS;40950
HHM091072EINP15178;CORDELIERS - TABLEAU REPARTITION BT DETRUIT REMPLACE PAR GZM091073ECYP00106;CORDELIERS;40824
HHM091072EINP15179;CORDELIERS - CARNET DE CABLES;CORDELIERS;40985
HHM091072EINP15180;CORDELIERS - ARMOIRE DE DISTRIBUTION 48V CC DETRUIT REMPLACE PAR GZM091073ECYP00106;CORDELIERS;41050
HHM091072EINU15171;CORDELIERS - LOCAL LHB - RENOUVELLEMENT DES POSTES HTA - NOTE DE CALCUL BT;CORDELIERS;228740
HHM091072EINV15410;CORDELIERS - RENOUVELLEMENT DES POSTES HTA - PROCES VERBAL DE RECETTE USINE - TABLEAUX DE REPARTITIONS HT ARTERES 1 ET 2;CORDELIERS;228543
HHM091072EINV15411;CORDELIERS - RENOUVELLEMENT DES POSTES HTA - PROCES VERBAL DE RECETTE USINE - COFFRETS CONTROLES/COMMANDES TABLEAUX ARTERES HTA;CORDELIERS;228542
HHM091072MINE15610;CORDELIERS - RENOUVELLEMENT DES POSTES HTA - NOTE TECHNIQUE DE MANOEUVRE DE CONSIGNATION HT ARTERE 1;CORDELIERS;228937
HHM091072MINE15611;CORDELIERS - RENOUVELLEMENT DES POSTES HTA - NOTE TECHNIQUE DE MANOEUVRE DE CONSIGNATION HT ARTERE 2;CORDELIERS;228939
LF022702;HOTEL DE VILLE - GARDE CORPS;HOTEL DE VILLE A & C;119144
M0000S0000ITSNO500290;CORDELIERS - CAS - REFERENTIEL DES EQUIPEMENTS EN STATION;CORDELIERS;234525
M0000S0000ITSNO500516;FOCH - CAS - REFERENTIEL DES EQUIPEMENTS EN STATION;FOCH;234578
M0907S3010LEEST400127;MASSENA - DOC - SPECIFICATION DOSSIER RECETTE ULCLP;MASSENA;126016
M0907S3010LEEST400157;MASSENA - DOSSIER DE RECETTE SITE ULS;MASSENA;150605
M0907S3010LEEST400179;MASSENA DOSSIER DE RECETTE SITE ULECC;MASSENA;125157
M0907S3010LEEST400229;MASSENA - DOSSIER DE PARAMETRAGE ULS - PARSILOE;MASSENA;150525
M0907S3010LEEST400251;MASSENA DOSSIER DE PARAMETRAGE ULECC;MASSENA;104861
M0907S3010LEEST400265;MASSENA - LISTE DES TERMES TERRAIN ULS;MASSENA;97277
M0907S3010LEEST400290;MASSENA - LISTE DES TERMES TERRAIN ULECC;MASSENA;104870
M0907T4000SPICD500004;MASSENA - CAS - REFERENTIEL DES EQUIPEMENTS EN STATION;MASSENA;234624
M0908S3010LEEST400126;FOCH - DOC - DOSSIER DE RECETTE SITE ULCLP;FOCH;150685
M0908S3010LEEST400156;FOCH - DOSSIER DE RECETTE SITE ULS;FOCH;150606
M0908S3010LEEST400182;FOCH DOSSIER DE RECETTE SITE ULECC;FOCH;130694
M0908S3010LEEST400228;FOCH - DOSSIER DE PARAMETRAGE ULS - PARSILOE;FOCH;150535
M0908S3010LEEST400264;FOCH - LISTE DES TERMES TERRAIN ULS;FOCH;97330
M0908S3010LEEST400293;FOCH - LISTE DES TERMES TERRAIN ULECC;FOCH;104871
M0909S3010LEEST400125;HOTEL DE VILLE - LIGNE A - DOC - SPECIFICATION DOSSIER RECETTE ULCLP;HOTEL DE VILLE A & C;126017
M0909S3010LEEST400155;HOTEL DE VILLE A - DOSSIER DE RECETTE SITE ULS;HOTEL DE VILLE A & C;150607
M0909S3010LEEST400227;HOTEL DE VILLE - LIGNE A - DOSSIER DE PARAMETRAGE ULS - PARSILOE;HOTEL DE VILLE A & C;150523
M0909S3010LEEST400263;HOTEL DE VILLE - LIGNE A - LISTE DES TERMES TERRAIN ULS;HOTEL DE VILLE A & C;97282
M0909T4000SPICD500014;HOTEL DE VILLE - CAS - REFERENTIEL DES EQUIPEMENTS EN STATION;HOTEL DE VILLE A & C;234597
M0910S3010LEEST400124;CORDELIERS - DOC - SPECIFICATION DOSSIER RECETTE ULCLP PLUS ESSAIS CONSTRUCTEURS;CORDELIERS;135819
M0910S3010LEEST400154;CORDELIERS - DOSSIER DE RECETTE SITE ULS;CORDELIERS;150608
M0910S3010LEEST400184;CORDELIERS - DOSSIER DE RECETTE SITE ULECC;CORDELIERS;133809
M0910S3010LEEST400295;CORDELIERS - LISTE DES TERMES TERRAIN ULECC;CORDELIERS;116548
M0910W5000ARCNC511630;CORDELIERS - DOC - NOTE DE CALCUL DES AMENAGEMENTS ZONE 1;CORDELIERS;156639
M0910W5000ARCNC511631;CORDELIERS - DOC - NOTE DE CALCUL  ZONE 1 ANNEXE 1 A LA NOTE NC-511630;CORDELIERS;156640
M0910W5000ARCNC511632;CORDELIERS - DOC - NOTE DE CALCUL  ZONE 1 ANNEXE 2 A LA NOTE NC-511630;CORDELIERS;156641
M0910W5000ARCNC511633;CORDELIERS - DOC - NOTE DE CALCUL  ZONE 1 ANNEXE 3 A LA NOTE NC-511630;CORDELIERS;156642
M0910W5000ARCNC511634;CORDELIERS - DOC - NOTE DE CALCUL  DES AMENAGEMENTS ZONE 2;CORDELIERS;156643
M0910W5000ARCNC511635;CORDELIERS - DOC - NOTE DE CALCUL  ZONE 2 ANNEXE 1 A LA NOTE NC-511634;CORDELIERS;156644
M0910W5000ARCNC511636;CORDELIERS - DOC - NOTE DE CALCUL  ZONE 2 ANNEXE 2 A LA NOTE NC-511634;CORDELIERS;156645
M0910W5000ARCNC511637;CORDELIERS - DOC - NOTE DE CALCUL  ZONE 2 ANNEXE 3 A LA NOTE NC-511634;CORDELIERS;156646
M0910W5000ARCNC511638;CORDELIERS - DOC - NOTE DE CALCUL  ZONE 2 ANNEXE 4 A LA NOTE NC-511634;CORDELIERS;156647
M0910W5000ARCNC511639;CORDELIERS - DOC - NOTE DE CALCUL  ZONE 2 ANNEXE 5 A LA NOTE NC-511634;CORDELIERS;156648
M0910W5000ARCPC511601;CORDELIERS - ACCES 11 COFFRAGE;CORDELIERS;156812
M0910W5000ARCPC511610;CORDELIERS - ACCES 11 PLOT - 1 FERRAILLAGE;CORDELIERS;156813
M0910W5000ARCPC511611;CORDELIERS - ACCES 11 PLOT - 2 FERRAILLAGE;CORDELIERS;156814
M0910W5000ARCPC511612;CORDELIERS - ACCES 11 RENFORCEMENT PARTIE EXISTANTE;CORDELIERS;156815
M0910W5000MAIPC540500;CORDELIERS - DOC - PRINCIPE DU REGARD ASSAINISSEMENT D600;CORDELIERS;156576
M910S3010LEEST400262;CORDELIERS - LISTE DES TERMES TERRAIN ULS;CORDELIERS;97369
OJ10OJM09318AI10BOP000101;HOTEL DE VILLE LIGNE C - DISTRIBUTION HORAIRE - ARMOIRE EMV 2;HOTEL DE VILLE A & C;248890
OS99OSM0907F20000I10ORR000007;MASSENA - 4G METRO - STATION ET TUNNEL;MASSENA;253357
OS99OSM0908F20000I10ORR000006;FOCH - 4G METRO - STATION ET TUNNEL;FOCH;253356
OS99OSM0909F20000I10ORR000005;HOTEL DE VILLE - LIGNE A - 4G METRO - STATION ET TUNNEL;HOTEL DE VILLE A & C;253355
OS99OSM0910F20000I10ORR000004;CORDELIERS - 4G METRO - STATION ET TUNNEL;CORDELIERS;253354
OS99OSM0931F20000I10ORR000040;HOTEL DE VILLE - LIGNE C - 4G METRO - STATION ET TUNNEL;HOTEL DE VILLE A & C;253376
OYR0909F6EPSP01110;SST HOTEL DE VILLE - MHTS - LOT 1- SCHEMA RACCORDEMENT FIBRES OPTIQUES;HOTEL DE VILLE A & C;256824
OYX0000F6EPSA01111;SST HOTEL DE VILLE - MHTS - LOT 1- FICHE COMPTE RENDU DE VISITE;HOTEL DE VILLE A & C;256825
PA214769;HOTEL DE VILLE - S/ STATION - CHARGEUR ONDULEUR - ARMOIRE;HOTEL DE VILLE A & C;123453
PRA 2013-10-004;HOTEL DE VILLE - DOC - STATION - PLAN DE RETRAIT AMIANTE (DEPOSE DE MATERIAUX CONTENANT DE L AMIANTE) SUIVI DES DECHETS;HOTEL DE VILLE A & C;218779
RA13-16562;HOTEL DE VILLE - DOC - STATION - DETECTION ET IDENTIFICATION D AMIANTE DANS LES MATERIAUX GAINE TECHNIQUE;HOTEL DE VILLE A & C;232500
SE01116;HOTEL DE VILLE - LIGNE C - VUE EN PLAN;HOTEL DE VILLE A & C;120736
SF30421;HOTEL DE VILLE - ASCENSEUR N°1 HYDRAULIQUE 2NX SIMPLE ACCES SCHEMA COMMANDE ET CONTROLE;HOTEL DE VILLE A & C;42628
SF30422;HOTEL DE VILLE - ASCENSEUR N°2 SCHEMA COMMANDE ET CONTROLE;HOTEL DE VILLE A & C;42629
SV00410;METRO C - HOTEL DE VILLE -FOSSE DE VISITE POSE DE LA VOIE ENSEMBLE ET DETAILS;HOTEL DE VILLE A & C;171951
VF1308NC003;MASSENA - CANECO - CALCUL DES LIAISONS BT;MASSENA;111416
;MASSENA - CANECO - NOTE DE CALCUL BT LEE;MASSENA;124014
